   Elapsed time	     V2
       0:09.242	 -0.235
       0:09.244	 -0.220
       0:09.247	 -0.215
       0:09.250	 -0.215
       0:09.253	 -0.215
       0:09.256	 -0.235
       0:09.258	 -0.240
       0:09.261	 -0.225
       0:09.264	 -0.215
       0:09.267	 -0.220
       0:09.269	 -0.215
       0:09.272	 -0.235
       0:09.275	 -0.240
       0:09.278	 -0.235
       0:09.281	 -0.210
       0:09.283	 -0.225
       0:09.286	 -0.215
       0:09.289	 -0.230
       0:09.292	 -0.225
       0:09.294	 -0.225
       0:09.297	 -0.215
       0:09.300	 -0.215
       0:09.303	 -0.220
       0:09.306	 -0.220
       0:09.308	 -0.220
       0:09.311	 -0.210
       0:09.314	 -0.190
       0:09.317	 -0.185
       0:09.319	 -0.185
       0:09.322	 -0.175
       0:09.325	 -0.175
       0:09.328	 -0.160
       0:09.331	 -0.145
       0:09.333	 -0.145
       0:09.336	 -0.145
       0:09.339	 -0.155
       0:09.342	 -0.140
       0:09.344	 -0.085
       0:09.347	  0.080
       0:09.350	  0.415
       0:09.353	  0.745
       0:09.356	  0.745
       0:09.358	  0.515
       0:09.361	  0.310
       0:09.364	  0.245
       0:09.367	  0.200
       0:09.369	  0.125
       0:09.372	  0.045
       0:09.375	 -0.020
       0:09.378	 -0.110
       0:09.381	 -0.220
       0:09.383	 -0.365
       0:09.386	 -0.540
       0:09.389	 -0.730
       0:09.392	 -0.915
       0:09.394	 -1.125
       0:09.397	 -1.285
       0:09.400	 -1.425
       0:09.403	 -1.580
       0:09.406	 -1.730
       0:09.408	 -1.890
       0:09.411	 -2.050
       0:09.414	 -2.235
       0:09.417	 -2.440
       0:09.419	 -2.620
       0:09.422	 -2.740
       0:09.425	 -2.835
       0:09.428	 -2.940
       0:09.431	 -3.025
       0:09.433	 -3.095
       0:09.436	 -3.145
       0:09.439	 -3.185
       0:09.442	 -3.225
       0:09.444	 -3.245
       0:09.447	 -3.235
       0:09.450	 -3.240
       0:09.453	 -3.255
       0:09.456	 -3.270
       0:09.458	 -3.270
       0:09.461	 -3.250
       0:09.464	 -3.235
       0:09.467	 -3.205
       0:09.469	 -3.190
       0:09.472	 -3.150
       0:09.475	 -3.075
       0:09.478	 -2.960
       0:09.481	 -2.840
       0:09.483	 -2.730
       0:09.486	 -2.565
       0:09.489	 -2.415
       0:09.492	 -2.220
       0:09.494	 -2.015
       0:09.497	 -1.800
       0:09.500	 -1.580
       0:09.503	 -1.325
       0:09.506	 -1.115
       0:09.508	 -0.905
       0:09.511	 -0.685
       0:09.514	 -0.480
       0:09.517	 -0.295
       0:09.519	 -0.115
       0:09.522	  0.035
       0:09.525	  0.195
       0:09.528	  0.335
       0:09.531	  0.475
       0:09.533	  0.565
       0:09.536	  0.635
       0:09.539	  0.700
       0:09.542	  0.740
       0:09.544	  0.795
       0:09.547	  0.850
       0:09.550	  0.890
       0:09.553	  0.940
       0:09.556	  0.950
       0:09.558	  0.995
       0:09.561	  1.045
       0:09.564	  1.090
       0:09.567	  1.105
       0:09.569	  1.135
       0:09.572	  1.165
       0:09.575	  1.180
       0:09.578	  1.235
       0:09.581	  1.270
       0:09.583	  1.305
       0:09.586	  1.330
       0:09.589	  1.355
       0:09.592	  1.385
       0:09.594	  1.425
       0:09.597	  1.480
       0:09.600	  1.495
       0:09.603	  1.530
       0:09.606	  1.540
       0:09.608	  1.565
       0:09.611	  1.610
       0:09.614	  1.645
       0:09.617	  1.685
       0:09.619	  1.705
       0:09.622	  1.730
       0:09.625	  1.745
       0:09.628	  1.790
       0:09.631	  1.825
       0:09.633	  1.850
       0:09.636	  1.875
       0:09.639	  1.875
       0:09.642	  1.910
       0:09.644	  1.935
       0:09.647	  1.955
       0:09.650	  1.970
       0:09.653	  1.975
       0:09.656	  1.975
       0:09.658	  1.975
       0:09.661	  1.990
       0:09.664	  1.995
       0:09.667	  1.995
       0:09.669	  1.990
       0:09.672	  1.970
       0:09.675	  1.945
       0:09.678	  1.930
       0:09.681	  1.920
       0:09.683	  1.890
       0:09.686	  1.855
       0:09.689	  1.810
       0:09.692	  1.765
       0:09.694	  1.730
       0:09.697	  1.695
       0:09.700	  1.655
       0:09.703	  1.595
       0:09.706	  1.525
       0:09.708	  1.465
       0:09.711	  1.425
       0:09.714	  1.355
       0:09.717	  1.305
       0:09.719	  1.230
       0:09.722	  1.155
       0:09.725	  1.095
       0:09.728	  1.055
       0:09.731	  1.000
       0:09.733	  0.955
       0:09.736	  0.895
       0:09.739	  0.820
       0:09.742	  0.760
       0:09.744	  0.705
       0:09.747	  0.660
       0:09.750	  0.605
       0:09.753	  0.555
       0:09.756	  0.490
       0:09.758	  0.440
       0:09.761	  0.415
       0:09.764	  0.385
       0:09.767	  0.350
       0:09.769	  0.300
       0:09.772	  0.260
       0:09.775	  0.215
       0:09.778	  0.195
       0:09.781	  0.185
       0:09.783	  0.155
       0:09.786	  0.120
       0:09.789	  0.085
       0:09.792	  0.065
       0:09.794	  0.055
       0:09.797	  0.050
       0:09.800	  0.030
       0:09.803	  0.015
       0:09.806	 -0.010
       0:09.808	 -0.015
       0:09.811	 -0.025
       0:09.814	 -0.025
       0:09.817	 -0.030
       0:09.819	 -0.040
       0:09.822	 -0.060
       0:09.825	 -0.075
       0:09.828	 -0.070
       0:09.831	 -0.060
       0:09.833	 -0.075
       0:09.836	 -0.075
       0:09.839	 -0.075
       0:09.842	 -0.095
       0:09.844	 -0.075
       0:09.847	 -0.060
       0:09.850	 -0.070
       0:09.853	 -0.065
       0:09.856	 -0.075
       0:09.858	 -0.070
       0:09.861	 -0.065
       0:09.864	 -0.060
       0:09.867	 -0.055
       0:09.869	 -0.055
       0:09.872	 -0.060
       0:09.875	 -0.070
       0:09.878	 -0.060
       0:09.881	 -0.030
       0:09.883	 -0.040
       0:09.886	 -0.045
       0:09.889	 -0.045
       0:09.892	 -0.060
       0:09.894	 -0.035
       0:09.897	 -0.025
       0:09.900	 -0.030
       0:09.903	 -0.025
       0:09.906	 -0.025
       0:09.908	 -0.040
       0:09.911	 -0.020
       0:09.914	 -0.010
       0:09.917	 -0.025
       0:09.919	 -0.035
       0:09.922	 -0.030
       0:09.925	 -0.030
       0:09.928	 -0.025
       0:09.931	 -0.015
       0:09.933	 -0.030
       0:09.936	 -0.040
       0:09.939	 -0.040
       0:09.942	 -0.050
       0:09.944	 -0.040
       0:09.947	 -0.035
       0:09.950	 -0.040
       0:09.953	 -0.045
       0:09.956	 -0.065
       0:09.958	 -0.070
       0:09.961	 -0.085
       0:09.964	 -0.060
       0:09.967	 -0.070
       0:09.969	 -0.085
       0:09.972	 -0.100
       0:09.975	 -0.105
       0:09.978	 -0.105
       0:09.981	 -0.105
       0:09.983	 -0.095
       0:09.986	 -0.115
       0:09.989	 -0.115
       0:09.992	 -0.135
       0:09.994	 -0.115
       0:09.997	 -0.125
